# stage 09   label CDM   z 3.000000   box 58.737151
# grid 512  MAS CIC
# mass fractions gas 0.13750872 conv 0.02203907 dm 0.84045221
# matter shot noise 3.05072516e-04
# k  Nmodes  P_gas  P_conv  P_dm  P_matter  P_baryon  P_gc
1.385193069726773629e+01 1.057510000000000000e+05 3.873993885448712149e-02 1.953222194424217406e+01 3.465554702094566508e-01 3.710844674174298974e-01 5.268847814779699101e-01 5.266992789176812018e-01
1.395905797399066373e+01 1.068690000000000000e+05 3.802286978789184285e-02 1.946317196356988788e+01 3.426052855420106957e-01 3.671835792379102292e-01 5.235516666154919063e-01 5.204713474278190866e-01
1.406597435666659734e+01 1.086970000000000000e+05 3.720093937047589533e-02 1.929068042343982725e+01 3.365500133721460174e-01 3.610344786515426452e-01 5.171220606457259672e-01 5.098554181158067022e-01
1.417313725496801702e+01 1.105770000000000000e+05 3.658520839125199708e-02 1.914580352816889430e+01 3.308919910306273304e-01 3.553996477250809805e-01 5.119727056680666299e-01 5.017600492627746211e-01
1.428050071703563439e+01 1.125550000000000000e+05 3.613176910501013361e-02 1.920023223845254634e+01 3.293895093587441703e-01 3.541393100795478532e-01 5.123994199888372014e-01 5.006049851942019346e-01
1.438720546714719184e+01 1.125930000000000000e+05 3.532545853143376907e-02 1.907034949388449618e+01 3.235777575919460136e-01 3.483134317306941230e-01 5.069301544585110841e-01 4.905590160610954764e-01
1.449386407502666252e+01 1.155730000000000000e+05 3.455615021190726333e-02 1.890702307005366123e+01 3.180875963532704409e-01 3.426973598549073463e-01 5.007675363344225028e-01 4.801657498378386069e-01
1.460097753724270397e+01 1.172830000000000000e+05 3.407241563532312917e-02 1.881777312180434691e+01 3.144589505325386947e-01 3.391760148708158895e-01 4.981689365581938866e-01 4.779134723575372279e-01
1.470799705009661729e+01 1.185810000000000000e+05 3.334784054162753808e-02 1.874257911691972467e+01 3.099985509676199125e-01 3.346835775458365525e-01 4.937579113636563211e-01 4.676743154696321181e-01
1.481488045703888012e+01 1.206250000000000000e+05 3.257037299885239684e-02 1.857490694161299771e+01 3.048777252864020570e-01 3.294476560240982566e-01 4.880939995515882757e-01 4.597492254551397983e-01
1.492180145886275788e+01 1.219350000000000000e+05 3.220636537406368349e-02 1.858814928950951995e+01 3.024896945834982254e-01 3.272745910403484504e-01 4.875107709853306326e-01 4.573741632518126821e-01
1.502882533720598346e+01 1.244410000000000000e+05 3.165180190192883741e-02 1.853729013159869510e+01 2.990452880367642230e-01 3.238697227980088522e-01 4.846191206426648246e-01 4.510355740077409137e-01
1.513579153088184448e+01 1.255170000000000000e+05 3.097133052017441920e-02 1.843805951014202904e+01 2.949383598796454509e-01 3.197222208603772708e-01 4.804245346808965200e-01 4.434940555884089863e-01
1.524262592334979516e+01 1.273570000000000000e+05 3.049953773017744299e-02 1.818247320464459449e+01 2.890721640888070931e-01 3.136556547344980794e-01 4.733454218398843727e-01 4.357169800214943378e-01
1.534966597072623884e+01 1.298950000000000000e+05 2.981333294265088238e-02 1.808626716321779782e+01 2.843816637231895705e-01 3.089581205076576409e-01 4.690465484703439381e-01 4.275129781560080278e-01
1.545671373361776446e+01 1.307010000000000000e+05 2.931979316373299962e-02 1.799462513736131797e+01 2.808727656718565391e-01 3.054455242506051160e-01 4.657077430443513633e-01 4.223742706415454795e-01
1.556381933349416613e+01 1.339210000000000000e+05 2.880314277877296658e-02 1.788956294496977151e+01 2.769862029713508478e-01 3.015364616956964228e-01 4.620488029794458384e-01 4.170386131702082944e-01
1.567088395959713942e+01 1.341870000000000000e+05 2.833091721418574613e-02 1.786441255799678274e+01 2.741285145771039655e-01 2.987151321821083227e-01 4.596752657496283034e-01 4.105589060415213987e-01
1.577780708436944046e+01 1.371250000000000000e+05 2.788970500323018770e-02 1.768595337825913205e+01 2.699878505853367527e-01 2.944421332863562113e-01 4.548755713643872767e-01 4.060787835501368792e-01
1.588487693832633241e+01 1.384570000000000000e+05 2.744171392666347117e-02 1.765940284655766135e+01 2.669782229515744731e-01 2.914998473334118878e-01 4.526749845578346143e-01 4.003620304103394090e-01
1.599203499221735036e+01 1.409370000000000000e+05 2.694869641516547606e-02 1.760351687869200532e+01 2.636441080558433181e-01 2.882232088382020718e-01 4.500092347227039880e-01 3.951830037860071254e-01
1.609879710692920085e+01 1.413670000000000000e+05 2.661725034794367242e-02 1.743252899465470307e+01 2.594974122199416589e-01 2.839402370142172782e-01 4.451599466863419563e-01 3.895534426793850202e-01
1.620551867374789268e+01 1.443810000000000000e+05 2.594281688973741964e-02 1.733353941421695410e+01 2.552347526328405114e-01 2.795942024884526256e-01 4.406790150820094065e-01 3.807711748868505275e-01
1.631235605966610436e+01 1.455490000000000000e+05 2.562281658903711040e-02 1.736765098762082005e+01 2.543603297868506918e-01 2.788430882190107707e-01 4.408824665235722140e-01 3.798903216893150803e-01
1.641950747611966221e+01 1.491390000000000000e+05 2.511588813341557314e-02 1.720347872489771035e+01 2.498481064009896446e-01 2.741853823830246450e-01 4.355737443188594238e-01 3.723324923973805878e-01
1.652677295816955549e+01 1.496410000000000000e+05 2.461109251016022070e-02 1.698944138994152198e+01 2.450938676605043665e-01 2.691888881870880268e-01 4.293721480101560517e-01 3.650141582827270414e-01
1.663356250025421801e+01 1.518250000000000000e+05 2.437277605350740561e-02 1.708485316901182927e+01 2.440565295346897312e-01 2.684538831599571074e-01 4.307976353360462030e-01 3.640983655851761092e-01
1.674038170334767628e+01 1.534530000000000000e+05 2.399993531508571448e-02 1.690783098131985795e+01 2.400536052683751309e-01 2.642702727058988121e-01 4.257775171938057990e-01 3.583640587207387873e-01
1.684720739243814336e+01 1.558870000000000000e+05 2.359423615943803329e-02 1.686320869459356331e+01 2.375273208434584005e-01 2.617749983751591070e-01 4.237326965056412154e-01 3.546177706265907781e-01
1.695427184583386548e+01 1.581210000000000000e+05 2.316771523938285920e-02 1.669102135226352246e+01 2.334522594241694449e-01 2.574704839757954722e-01 4.182365464050393777e-01 3.466642402759720909e-01
1.706136897967529720e+01 1.598410000000000000e+05 2.283450444292984410e-02 1.675622653003185647e+01 2.324979709234619163e-01 2.567222684091386986e-01 4.190901620402910921e-01 3.460634075512350472e-01
1.716809214304061371e+01 1.611750000000000000e+05 2.242069311654030714e-02 1.664304329632051704e+01 2.287245560543873513e-01 2.529001048532972251e-01 4.152968523176888693e-01 3.404933963749787185e-01
1.727516789262027430e+01 1.646770000000000000e+05 2.215910564125426682e-02 1.657522122535859310e+01 2.262647807820552803e-01 2.503936211932513700e-01 4.128139900226129311e-01 3.363170052391001308e-01
1.738239824792643518e+01 1.660570000000000000e+05 2.180321357468328197e-02 1.659438078210772716e+01 2.244320431565093310e-01 2.487070431559142702e-01 4.123457216654156099e-01 3.339252431948571687e-01
1.748933950850145180e+01 1.677030000000000000e+05 2.150352907540299327e-02 1.653572775265852712e+01 2.221129971382691248e-01 2.463662565356541934e-01 4.101296371103151372e-01 3.302533355345063093e-01
1.759634506328283621e+01 1.702690000000000000e+05 2.112039507113299547e-02 1.648354547433736528e+01 2.194140708209394719e-01 2.436498328698110394e-01 4.076224478283305142e-01 3.251006337110761146e-01
1.770340465606037483e+01 1.722570000000000000e+05 2.076145210718170417e-02 1.633072803937122686e+01 2.159405713002748306e-01 2.400367563939148075e-01 4.034032374944889199e-01 3.207469210229486056e-01
1.781031173980958826e+01 1.736530000000000000e+05 2.048089398156009017e-02 1.630152021785161764e+01 2.141439251316496206e-01 2.382508649802257961e-01 4.019415471959147390e-01 3.178239924052315146e-01
1.791716850305598285e+01 1.766190000000000000e+05 2.025016073735708480e-02 1.616295200037983548e+01 2.111780178831321741e-01 2.351432500084000288e-01 3.982414769036063951e-01 3.141087050267947212e-01
1.802403898799025583e+01 1.775650000000000000e+05 1.992293161972388121e-02 1.619310343039148492e+01 2.095708781218205141e-01 2.336641684444504263e-01 3.978678380084474941e-01 3.111440974325249686e-01
1.813101776169002122e+01 1.812850000000000000e+05 1.962485024252886776e-02 1.608443910632244922e+01 2.068422120369066974e-01 2.308312726818628202e-01 3.946582958507428573e-01 3.073026218200232695e-01
1.823814662712345225e+01 1.825470000000000000e+05 1.930531628216214032e-02 1.594517157917538874e+01 2.030466284338484362e-01 2.269162753685539380e-01 3.903901148070532123e-01 3.015344541215002061e-01
1.834518742197989383e+01 1.849930000000000000e+05 1.903550194844658497e-02 1.596389677662283901e+01 2.020985833625810746e-01 2.260540098207380610e-01 3.903128518650104128e-01 3.005511106892576056e-01
1.845211755479135007e+01 1.867770000000000000e+05 1.879213009508908308e-02 1.587016103498584307e+01 1.997392115910869848e-01 2.236118898179274284e-01 3.876014246977089184e-01 2.974346130785968656e-01
1.855908909866470680e+01 1.890730000000000000e+05 1.859893341741947898e-02 1.578211167795613257e+01 1.975875143997759542e-01 2.213798655922241676e-01 3.849974616428711305e-01 2.941572177826778378e-01
1.866603405389846415e+01 1.914910000000000000e+05 1.822200090081483453e-02 1.582241642237394430e+01 1.963172831986185474e-01 2.202380473227694424e-01 3.849059091820647982e-01 2.917187156371596757e-01
1.877314626423666510e+01 1.938450000000000000e+05 1.793928996335866430e-02 1.567174230564255311e+01 1.929841677945898226e-01 2.167159290806284777e-01 3.805662619141311764e-01 2.864496168326765013e-01
1.888009587618607910e+01 1.951810000000000000e+05 1.775253562823705250e-02 1.572955770231401473e+01 1.918010403831617861e-01 2.156983541205019783e-01 3.809653697845277187e-01 2.840752471471453267e-01
1.898671291042726494e+01 1.973190000000000000e+05 1.747874193995548053e-02 1.562776054816159821e+01 1.895533557305354444e-01 2.133514233468264132e-01 3.781764157598597187e-01 2.813740739135069946e-01
1.909357371342158416e+01 2.002330000000000000e+05 1.726799533957953242e-02 1.558773490028984554e+01 1.874433074970108803e-01 2.112607846290169566e-01 3.765705734408083538e-01 2.784948558364936932e-01
1.920066856009553646e+01 2.030370000000000000e+05 1.698929211850672832e-02 1.553494420092816419e+01 1.854041340051266751e-01 2.091728221207160010e-01 3.744944668605065807e-01 2.748755794980748401e-01
1.930787462485590211e+01 2.048710000000000000e+05 1.678512765458717651e-02 1.546807289484630310e+01 1.833369791410041361e-01 2.070695039434284901e-01 3.723386065349070795e-01 2.718171941559756055e-01
1.941469793592326099e+01 2.062210000000000000e+05 1.657864578454859225e-02 1.545336530098330208e+01 1.819800017167710893e-01 2.057537010802002742e-01 3.715581912776699247e-01 2.703623884406786138e-01
1.952153203553818983e+01 2.095290000000000000e+05 1.632754676171987995e-02 1.540471155661762204e+01 1.802947240886546565e-01 2.040108686313545361e-01 3.698024951528712800e-01 2.676711338599407353e-01
1.962884457170453345e+01 2.125450000000000000e+05 1.614903565760958046e-02 1.533730354057257017e+01 1.781438131079279286e-01 2.018266415713214912e-01 3.676985689547735414e-01 2.647938431422333094e-01
1.973587212790712897e+01 2.132070000000000000e+05 1.589837435379939934e-02 1.522269280436550609e+01 1.756446936422325911e-01 1.991645074770642676e-01 3.642279824579215952e-01 2.601846276483884557e-01
1.984278598054912734e+01 2.165770000000000000e+05 1.574869188274025111e-02 1.521875733223438232e+01 1.744049725777000182e-01 1.980106812787247039e-01 3.639239359036485211e-01 2.596900288371083998e-01
1.994977711362870210e+01 2.181930000000000000e+05 1.548463902378607870e-02 1.518202271093123557e+01 1.726676018803526280e-01 1.962544860058519636e-01 3.623115189063397246e-01 2.566857659395847535e-01
2.005693859450841998e+01 2.221510000000000000e+05 1.533177940715184547e-02 1.519197784764421399e+01 1.714215008948380969e-01 1.950809248064347967e-01 3.619762306868591906e-01 2.549567182227643336e-01
2.016385930389559533e+01 2.216410000000000000e+05 1.504965758554628608e-02 1.500940599176390933e+01 1.683728962803477114e-01 1.917608799421879617e-01 3.571303747794900563e-01 2.501159991761282564e-01
2.027055477535684247e+01 2.261730000000000000e+05 1.485584788805919230e-02 1.500687843900361074e+01 1.669523734501040801e-01 1.903729813084385769e-01 3.562541578586503332e-01 2.472432391892136205e-01
2.037743034556589450e+01 2.269810000000000000e+05 1.468191243028296906e-02 1.492650338688076950e+01 1.652173411679527248e-01 1.885608046221358691e-01 3.541536610065513235e-01 2.454052147073872703e-01
2.048450684456285487e+01 2.319030000000000000e+05 1.451277408897978273e-02 1.491167221915084262e+01 1.639005293199066460e-01 1.872500194383286409e-01 3.531824657094655429e-01 2.430425730860111821e-01
2.059151351667688701e+01 2.314930000000000000e+05 1.438557719991254494e-02 1.490930758398575939e+01 1.629732063608426429e-01 1.863826951912455898e-01 3.529874114883391201e-01 2.428096900633727184e-01
2.069838042282887969e+01 2.360410000000000000e+05 1.417884856494601095e-02 1.488887798061220202e+01 1.612047904290810907e-01 1.846519344410925689e-01 3.518620265749822229e-01 2.403653964164667034e-01
2.080539707174233754e+01 2.372310000000000000e+05 1.402222042062326035e-02 1.484589469907518122e+01 1.595648811021405100e-01 1.829458113839853295e-01 3.500518770294718252e-01 2.366963130530477244e-01
2.091249898788266393e+01 2.409250000000000000e+05 1.387833861467999141e-02 1.480787302810420236e+01 1.583821825951434170e-01 1.817522362942166902e-01 3.489860084222750070e-01 2.357156893103624362e-01
2.101962658632239922e+01 2.427690000000000000e+05 1.371524812545817443e-02 1.479480208801928143e+01 1.570675992228397488e-01 1.804756018705211684e-01 3.482617245432962361e-01 2.342300956643665333e-01
2.112636074798455965e+01 2.437570000000000000e+05 1.356154194316559584e-02 1.476218218627829337e+01 1.557955631800099494e-01 1.791655644112059853e-01 3.469752408719270487e-01 2.319207013161270203e-01
2.123315162618531815e+01 2.479830000000000000e+05 1.335189788859465071e-02 1.466948216821348261e+01 1.537972429979895250e-01 1.770477013310522985e-01 3.443329312163966316e-01 2.289062608501513107e-01
2.134024944506215249e+01 2.502730000000000000e+05 1.322769689768305348e-02 1.462807289576817027e+01 1.523275569491992221e-01 1.755414286694007009e-01 3.429288122661657834e-01 2.267151271747948338e-01
2.144724292060796955e+01 2.523730000000000000e+05 1.307768615249200669e-02 1.461900965180268130e+01 1.511011833406485927e-01 1.743503959810070725e-01 3.422200867020103732e-01 2.249329104896214127e-01
2.155419722633348556e+01 2.554470000000000000e+05 1.287224382597733190e-02 1.456051685395123130e+01 1.491804419752946753e-01 1.723593501829710495e-01 3.401896612465593606e-01 2.217338860511759158e-01
2.166118480077623687e+01 2.570890000000000000e+05 1.276546851374721521e-02 1.451590572413671332e+01 1.479284736152596813e-01 1.710783317098806544e-01 3.389120482746887930e-01 2.202762756169240888e-01
2.176823572936166329e+01 2.612370000000000000e+05 1.263216224213901950e-02 1.449155068678133773e+01 1.467277882353179019e-01 1.698534248988810280e-01 3.378430712112986400e-01 2.181544007228240212e-01
2.187519416603142020e+01 2.616670000000000000e+05 1.248121028372757915e-02 1.453276749084880137e+01 1.463405864435403381e-01 1.695438041673115459e-01 3.382771870028247196e-01 2.171455274050439199e-01
2.198226151601886258e+01 2.668890000000000000e+05 1.233696423841631681e-02 1.451666409634066746e+01 1.449405709476606352e-01 1.681810927896341956e-01 3.374662913611294335e-01 2.154804075217639503e-01
2.208935398084704360e+01 2.670490000000000000e+05 1.221749048430031438e-02 1.452141398327009014e+01 1.441481877223215469e-01 1.674223446011624539e-01 3.372012898562940508e-01 2.143595314608686409e-01
2.219620459416032787e+01 2.705770000000000000e+05 1.210551268380293151e-02 1.447063255954062200e+01 1.426956222108099193e-01 1.659189361021556619e-01 3.356856930539931505e-01 2.124131381258484441e-01
2.230304491199040484e+01 2.726430000000000000e+05 1.196119096533262635e-02 1.449123722219505161e+01 1.419882466447937031e-01 1.652848527671440804e-01 3.357762103311037194e-01 2.115923310519518263e-01
2.241003213563937280e+01 2.762050000000000000e+05 1.182750121928496587e-02 1.443206141521546648e+01 1.405748435787275430e-01 1.637780759252544516e-01 3.339575362598909969e-01 2.091135114151340957e-01
2.251703958431228969e+01 2.781690000000000000e+05 1.171028407836052256e-02 1.436054225199883128e+01 1.388260272738913170e-01 1.619365239429251258e-01 3.318630489011094586e-01 2.064140966018242762e-01
2.262393499808562680e+01 2.808190000000000000e+05 1.161874572249570192e-02 1.441466781521520346e+01 1.385402601186719040e-01 1.617745628799134028e-01 3.327512385441447895e-01 2.060924208669422664e-01
2.273084029337512035e+01 2.836290000000000000e+05 1.148870176696167519e-02 1.438016525451373084e+01 1.370987915159330717e-01 1.603102850827580472e-01 3.315008069505115396e-01 2.040114890938554970e-01
2.283802477850753831e+01 2.877370000000000000e+05 1.142816635556788592e-02 1.433546843501371981e+01 1.359718953337565039e-01 1.591550830181815424e-01 3.303749415570741421e-01 2.030538050327771460e-01
2.294511802372137765e+01 2.882290000000000000e+05 1.128423573810399469e-02 1.436748381592301627e+01 1.353186164756121912e-01 1.585806952273301484e-01 3.306684478928713089e-01 2.021698693871026298e-01
2.305187705853158420e+01 2.915190000000000000e+05 1.115144224262649281e-02 1.431111997952079484e+01 1.338026233944745735e-01 1.569809261133977563e-01 3.288220253513236546e-01 1.993463727114707373e-01
2.315881141211183447e+01 2.946970000000000000e+05 1.109123128486423117e-02 1.431296110120930187e+01 1.330829496774280363e-01 1.563175342749570929e-01 3.288372722741649268e-01 1.994506995065103150e-01
2.326578080070610710e+01 2.968170000000000000e+05 1.098730561975402170e-02 1.430114224745626750e+01 1.321833143707539238e-01 1.553958716068486179e-01 3.280302939443276444e-01 1.973328974935043278e-01
2.337279675037724402e+01 3.007390000000000000e+05 1.084833294172419041e-02 1.428286880995191588e+01 1.310663118451206588e-01 1.542657927927033046e-01 3.271794826986867966e-01 1.956575885610981891e-01
2.347977971278523412e+01 3.019210000000000000e+05 1.077355495929411579e-02 1.426418441650698021e+01 1.301117874668141772e-01 1.533036862100102815e-01 3.264036865219067662e-01 1.941299971259393409e-01
2.358659786932328828e+01 3.054570000000000000e+05 1.069445805603804443e-02 1.432763018260913235e+01 1.299164108277758023e-01 1.532384646491775360e-01 3.275046402427291281e-01 1.939161811197017415e-01
2.369366935531745710e+01 3.088390000000000000e+05 1.061772966571323390e-02 1.433314498561252748e+01 1.290624903999720019e-01 1.524326948602091891e-01 3.274159901064064848e-01 1.933412945543970807e-01
2.380068527426420388e+01 3.106410000000000000e+05 1.050766280403549191e-02 1.432363384767838355e+01 1.282026719458009556e-01 1.515730669306911971e-01 3.268335287496531572e-01 1.920006419122880226e-01
2.390766070349687666e+01 3.144850000000000000e+05 1.043795372371202068e-02 1.435770899044188553e+01 1.275511464181428856e-01 1.510094111272462514e-01 3.272143406976601443e-01 1.910867616083009590e-01
2.401469510913376837e+01 3.161130000000000000e+05 1.035207051224147981e-02 1.436673387728364837e+01 1.269549432452725390e-01 1.504307771971926111e-01 3.269683366874607255e-01 1.895982960975912679e-01
2.412166410449781750e+01 3.202750000000000000e+05 1.027967134938810763e-02 1.438925600523992188e+01 1.263523989472662701e-01 1.498966673659954119e-01 3.272218969779051023e-01 1.890842005230262690e-01
2.422858695491159509e+01 3.211090000000000000e+05 1.018524507363615175e-02 1.436158535965114602e+01 1.252588045380703674e-01 1.487819872953623501e-01 3.263196913702871016e-01 1.878071427861104092e-01
2.433549755307014806e+01 3.261210000000000000e+05 1.009206572162233036e-02 1.433893150540958494e+01 1.241233998620543122e-01 1.476287453596507038e-01 3.253107270577620391e-01 1.856757978177799584e-01
2.444256983223021251e+01 3.277270000000000000e+05 1.004988326467362580e-02 1.439122995365011626e+01 1.240444232999653451e-01 1.476505348980396426e-01 3.263040211076038699e-01 1.857879860880591594e-01
2.454966048626787156e+01 3.318210000000000000e+05 9.976667931480437748e-03 1.445071584054327829e+01 1.235056193988386120e-01 1.472401783734257619e-01 3.271594477835557124e-01 1.848419887509963333e-01
2.465651868329693386e+01 3.324970000000000000e+05 9.942495541665636802e-03 1.449341790545227582e+01 1.230729836814547368e-01 1.469080481908992264e-01 3.279110314151112981e-01 1.846830774565003941e-01
2.476341322929357247e+01 3.373530000000000000e+05 9.892177334115575746e-03 1.451118867692111891e+01 1.229094213546843839e-01 1.467673037405554104e-01 3.280767138311682651e-01 1.841117894220851980e-01
2.487044889655140167e+01 3.395590000000000000e+05 9.783152478975988900e-03 1.448378880946945380e+01 1.217745642539139472e-01 1.456087522255543609e-01 3.271459824131939809e-01 1.827387718712999432e-01
2.497755394188342848e+01 3.433090000000000000e+05 9.718320213088212783e-03 1.452642633799527516e+01 1.214994077634666270e-01 1.454190577171612375e-01 3.277691478485112997e-01 1.821413505908223429e-01
2.508451426274336171e+01 3.447570000000000000e+05 9.709429534727913313e-03 1.455099638257172145e+01 1.211200101270210605e-01 1.451030184795875921e-01 3.282305187846735750e-01 1.821377812883625547e-01
2.519138114610794688e+01 3.487030000000000000e+05 9.621792991013735155e-03 1.460126976582102998e+01 1.206616489292841182e-01 1.447156465737734210e-01 3.287337152131471485e-01 1.804957384291291100e-01
2.529840334964740833e+01 3.512610000000000000e+05 9.571844598668482335e-03 1.459494038529031634e+01 1.198790867573812924e-01 1.439524953105729699e-01 3.284516477778879340e-01 1.799741551562768493e-01
2.540527721097442537e+01 3.540610000000000000e+05 9.530651560735309974e-03 1.466100347635634726e+01 1.197342775615789362e-01 1.439384933904562236e-01 3.296112666063552021e-01 1.796787256897866558e-01
2.551200454590001243e+01 3.561150000000000000e+05 9.477801922407054491e-03 1.457848909374049207e+01 1.184299847157383734e-01 1.424941883232687945e-01 3.275052096504249555e-01 1.776110459678528208e-01
2.561897741630058434e+01 3.616690000000000000e+05 9.425689304108605601e-03 1.467613907200259504e+01 1.185890815628367206e-01 1.428328505730330211e-01 3.293654857467724906e-01 1.777610235876988798e-01
2.572606874958264456e+01 3.628930000000000000e+05 9.416569906348915692e-03 1.471510107253463140e+01 1.183432531480849981e-01 1.426808894916122006e-01 3.301524974130072843e-01 1.779724631058875739e-01
2.583308182314820201e+01 3.671010000000000000e+05 9.375643150436138717e-03 1.476259394531896518e+01 1.179912078382975016e-01 1.424107053555016267e-01 3.308291257649023653e-01 1.771359033306934283e-01
2.594011690822357608e+01 3.694390000000000000e+05 9.350251525837958641e-03 1.476789023261102152e+01 1.174035489038906532e-01 1.418627421547257739e-01 3.308318155362943713e-01 1.768019840444845781e-01
2.604719504548548770e+01 3.732570000000000000e+05 9.284153566229833704e-03 1.477401174119751026e+01 1.168319427808568456e-01 1.412813446505857551e-01 3.305796327305670079e-01 1.754585139562722940e-01
2.615431874932970757e+01 3.759490000000000000e+05 9.281890781001144938e-03 1.488110840907436661e+01 1.171467209783865621e-01 1.418234857463756549e-01 3.329999104287797440e-01 1.770478382940348927e-01
2.626124497453815110e+01 3.780430000000000000e+05 9.257655962177662248e-03 1.495452099502034571e+01 1.169701339481330760e-01 1.417821612932472775e-01 3.342981692640570879e-01 1.766928017288643682e-01
2.636804695875522953e+01 3.811170000000000000e+05 9.215659744423508257e-03 1.496973807221463382e+01 1.165404281392885127e-01 1.413721939161276808e-01 3.343299535249718568e-01 1.757378509943606504e-01
2.647511900021435238e+01 3.864490000000000000e+05 9.193841523201217933e-03 1.503679050865839706e+01 1.163617098056570487e-01 1.413088512827023191e-01 3.353809815272095207e-01 1.748466400183129321e-01
2.658210844405028439e+01 3.863970000000000000e+05 9.158025914057149608e-03 1.507465300903836258e+01 1.161686159549387004e-01 1.411773975143980620e-01 3.360380811654851696e-01 1.746838716874977993e-01
2.668888577304229415e+01 3.913150000000000000e+05 9.181607839605159319e-03 1.516332055137156587e+01 1.162447069118732051e-01 1.414446522342456825e-01 3.379675092462071651e-01 1.756079529616890178e-01
2.679588068537051271e+01 3.943050000000000000e+05 9.158896526417603656e-03 1.523554586600241301e+01 1.161633790811237160e-01 1.414854240700028909e-01 3.392721973443818539e-01 1.753703079623426808e-01
2.690296534456482291e+01 3.980770000000000000e+05 9.138583377199471780e-03 1.525204885725424120e+01 1.159839885885802502e-01 1.413404019996897243e-01 3.395827298436663311e-01 1.754153510365724644e-01
2.700991381018056003e+01 3.999190000000000000e+05 9.147309728134855530e-03 1.536111388364035335e+01 1.161758312278372146e-01 1.417316960191995767e-01 3.417380021500943110e-01 1.756996880408256689e-01
2.711673922973363915e+01 4.031130000000000000e+05 9.145769119664555816e-03 1.543157550886886220e+01 1.162132356617412432e-01 1.418814144575793468e-01 3.430310263075012633e-01 1.754883475561155037e-01
2.722376556647355628e+01 4.082290000000000000e+05 9.113158952807499241e-03 1.549952147745524123e+01 1.162452070819582906e-01 1.420407758230204653e-01 3.444106699511330083e-01 1.759393134942256187e-01
2.733094986305560781e+01 4.103130000000000000e+05 9.135805827627515446e-03 1.558828567530786025e+01 1.163123843898239002e-01 1.422597272178996175e-01 3.461080985028137103e-01 1.758842207928609236e-01
2.743782654314035696e+01 4.102750000000000000e+05 9.115259597847723272e-03 1.566713634985846326e+01 1.164758484076133110e-01 1.425701214215127355e-01 3.477129810855816849e-01 1.763696400927398100e-01
2.754469927789871875e+01 4.093020000000000000e+05 9.003371486413029243e-03 1.559090297195773545e+01 1.154987900745436114e-01 1.414777314558323673e-01 3.459159056311252312e-01 1.752804582146309242e-01
2.765171059954194277e+01 4.077820000000000000e+05 8.890984582466258598e-03 1.557392014395906621e+01 1.146347346473543666e-01 1.405786841786218211e-01 3.450506578569487726e-01 1.733581555579014888e-01
2.775865094767602059e+01 4.058980000000000000e+05 8.823189867380362358e-03 1.555863945232287016e+01 1.140364817102741818e-01 1.399664732913452891e-01 3.446208784946331871e-01 1.729892150243945714e-01
2.786563888885375562e+01 4.043220000000000000e+05 8.742197653604188295e-03 1.556461874167703385e+01 1.134525023518542647e-01 1.393906488348286843e-01 3.443680510987270904e-01 1.717008987542835152e-01
2.797258809051328043e+01 4.026280000000000000e+05 8.684471040432252195e-03 1.554930761524125593e+01 1.128742502493619848e-01 1.388101559007098862e-01 3.440098426814063304e-01 1.716035697501290536e-01
2.807947005922181205e+01 3.997920000000000000e+05 8.592742841569441306e-03 1.553451055838190520e+01 1.122209409420548420e-01 1.381302584201084260e-01 3.433462269146837498e-01 1.702884731032429655e-01
2.818645801939030093e+01 4.002640000000000000e+05 8.505101970330337935e-03 1.556762441689961385e+01 1.115648208946432157e-01 1.375369038388299381e-01 3.436302542037522612e-01 1.691010930978031901e-01
2.829347763495123047e+01 3.963360000000000000e+05 8.443163614183032614e-03 1.560381823131118040e+01 1.113142572300539895e-01 1.373691774801404364e-01 3.442978626167156331e-01 1.691976745671161519e-01
2.840056427118414106e+01 3.969640000000000000e+05 8.375258534951872738e-03 1.558002665358113603e+01 1.107337444241845437e-01 1.367447068643347918e-01 3.435947153945744792e-01 1.683630256950878756e-01
2.850750376403770758e+01 3.918340000000000000e+05 8.279202483175878910e-03 1.554027483703261581e+01 1.097143728388271511e-01 1.356546850313615493e-01 3.423640523326739182e-01 1.666797461226375843e-01
2.861428157655182147e+01 3.917040000000000000e+05 8.236230018049161758e-03 1.559538070707854196e+01 1.094880895012687455e-01 1.355403127381534789e-01 3.434200609838228835e-01 1.668328079735958702e-01
2.872138191204690116e+01 3.907360000000000000e+05 8.150336646091747156e-03 1.557835520279359010e+01 1.090314097719197600e-01 1.350569268836297743e-01 3.427779791401073251e-01 1.657685256826585407e-01
2.882855984668122318e+01 3.882660000000000000e+05 8.114743145057909043e-03 1.558389173694206242e+01 1.086276403969371473e-01 1.346670917172132220e-01 3.427396394114000100e-01 1.652748660222781996e-01
2.893536043369637412e+01 3.839200000000000000e+05 8.030245813309954198e-03 1.556805329273348626e+01 1.079895136938982259e-01 1.339871652591016760e-01 3.420400572127251793e-01 1.638696104791833585e-01
2.904229701935999586e+01 3.856120000000000000e+05 8.008305452565226898e-03 1.557009353522379413e+01 1.074975616811052470e-01 1.335344821615498390e-01 3.421089809395077563e-01 1.640640272465486715e-01
2.914938309022399920e+01 3.807900000000000000e+05 7.926520983097444864e-03 1.554367342316812994e+01 1.068616348956496764e-01 1.328292245277772621e-01 3.412180593621699232e-01 1.626947040639289688e-01
