# stage 09   label CDM   z 3.000000   box 58.737151
# grid 512  MAS CIC
# mass fractions gas 0.13750872 conv 0.02203907 dm 0.84045221
# matter shot noise 3.05072516e-04
# k  Nmodes  P_gas  P_conv  P_dm  P_matter  P_baryon  P_gc
2.925636243541994830e+01 3.809500000000000000e+05 7.884443423706656226e-03 1.558943365617016497e+01 1.064038288202245747e-01 1.324819135334785736e-01 3.420116991465157463e-01 1.624920108250120787e-01
2.936333154490730024e+01 3.765360000000000000e+05 7.827951849403387563e-03 1.561769672442748202e+01 1.060062404410807013e-01 1.321178957642002993e-01 3.422870035545482748e-01 1.615595480607396606e-01
2.947018847214326343e+01 3.758500000000000000e+05 7.823042818631220641e-03 1.563418178655662238e+01 1.057894518359878827e-01 1.319477268497330491e-01 3.426157724361978407e-01 1.616345613028710715e-01
2.957730027014991947e+01 3.745800000000000000e+05 7.730865748156946077e-03 1.565656640975576686e+01 1.051664024313997692e-01 1.313580367908747382e-01 3.426871775220809990e-01 1.604281732530494775e-01
2.968421628701339898e+01 3.697240000000000000e+05 7.679775758347042076e-03 1.564321456253760445e+01 1.047662816902069222e-01 1.309350854132810549e-01 3.422994403263834862e-01 1.600291143430833951e-01
2.979095801801812371e+01 3.694540000000000000e+05 7.614822764673140169e-03 1.566524063929976762e+01 1.043001865091596758e-01 1.304873445512405306e-01 3.423565700461774775e-01 1.587065789991706222e-01
2.989799880528397580e+01 3.672900000000000000e+05 7.610886972440718094e-03 1.567692727173378131e+01 1.040165396222240135e-01 1.302551301431745245e-01 3.427717335569136492e-01 1.595259230498596581e-01
3.000504072386904397e+01 3.649120000000000000e+05 7.531037930723043748e-03 1.564294232714305366e+01 1.030845050831678406e-01 1.292479744843905709e-01 3.415293439617558824e-01 1.572806981467050613e-01
3.011200816723746243e+01 3.627360000000000000e+05 7.501463324557458914e-03 1.569717488754415768e+01 1.030731678163133852e-01 1.293293019451446646e-01 3.425402352315304322e-01 1.572724614114721642e-01
3.021897912669843933e+01 3.599260000000000000e+05 7.461657852283330727e-03 1.571969205772741063e+01 1.024000510853753515e-01 1.287063799963027444e-01 3.427245851356751638e-01 1.563664125318678100e-01
3.032601314320543295e+01 3.591180000000000000e+05 7.423826932582087632e-03 1.569822052317375594e+01 1.020292358526637549e-01 1.282898692672290730e-01 3.421816839952592226e-01 1.559250262776793183e-01
3.043296633829338660e+01 3.543400000000000000e+05 7.415459068771270042e-03 1.572769675822901547e+01 1.018634013982620823e-01 1.281937284855899639e-01 3.427989780487075699e-01 1.561815016247635746e-01
3.053990963663909142e+01 3.547300000000000000e+05 7.383040412451538637e-03 1.575721604219910787e+01 1.014342108740741016e-01 1.278208746187334544e-01 3.432127607045850071e-01 1.556548490077874769e-01
3.064683394785301473e+01 3.494820000000000000e+05 7.350964322108940845e-03 1.577879958552051853e+01 1.011478809839162357e-01 1.275673278091242757e-01 3.435059378134554531e-01 1.552565615703516977e-01
3.075380529441276423e+01 3.499900000000000000e+05 7.314207238157747516e-03 1.577916984353193186e+01 1.007338670951923726e-01 1.271637104335452406e-01 3.434593791456851397e-01 1.551460234244031178e-01
3.086078359061859189e+01 3.451500000000000000e+05 7.292678327699364527e-03 1.582563685253163221e+01 1.005076228492363527e-01 1.270193475060879540e-01 3.442571932324050010e-01 1.548401155009808128e-01
3.096768562492325927e+01 3.441700000000000000e+05 7.198804626508969323e-03 1.582267650540557824e+01 9.969476389352661949e-02 1.261822323282210945e-01 3.436783941203797044e-01 1.529393642394218100e-01
3.107468549701471261e+01 3.414340000000000000e+05 7.194749905876934512e-03 1.587828856810595823e+01 9.969378837254061487e-02 1.262782429051832189e-01 3.447847466000267258e-01 1.531418848632018770e-01
3.118169074251188988e+01 3.388500000000000000e+05 7.167364918513122185e-03 1.598065827017235740e+01 9.982004130956516341e-02 1.265896410241290071e-01 3.467728049031822413e-01 1.533731539708046987e-01
3.128872219778712349e+01 3.366040000000000000e+05 7.151080129404132138e-03 1.596924457496075789e+01 9.930227411811030913e-02 1.260448081087036931e-01 3.463569011060795844e-01 1.525919075216115584e-01
3.139574163955110109e+01 3.339600000000000000e+05 7.133123392727825848e-03 1.597420346122414081e+01 9.886494301293888287e-02 1.256120047919095928e-01 3.463290707632493137e-01 1.521336547879167667e-01
3.150266707337630834e+01 3.307600000000000000e+05 7.099702800232940078e-03 1.606335622903058891e+01 9.885399648297389652e-02 1.257653037648442662e-01 3.480379205334876436e-01 1.522703000856950872e-01
3.160964918434159188e+01 3.291900000000000000e+05 7.066831515712564647e-03 1.603577513325242165e+01 9.829812885670284606e-02 1.251595430546846854e-01 3.472887740372838650e-01 1.514368498409348895e-01
3.171661474212661247e+01 3.253720000000000000e+05 7.037205481699674442e-03 1.606378316292946806e+01 9.790090269242295029e-02 1.248016667445898398e-01 3.475731500988095690e-01 1.504791146325635542e-01
3.182350537181992323e+01 3.236140000000000000e+05 7.022365567593436692e-03 1.611220603754329872e+01 9.804885063940683987e-02 1.250223299322372195e-01 3.486446946645247458e-01 1.511452153420900502e-01
3.193052051066148067e+01 3.208740000000000000e+05 6.999736821325289356e-03 1.613744368181064459e+01 9.754550362545018338e-02 1.245740590024767280e-01 3.489719954302876181e-01 1.505679364028182921e-01
3.203755977552566492e+01 3.180760000000000000e+05 6.976218943890348870e-03 1.613696814907680377e+01 9.714502869024836673e-02 1.241725284342858338e-01 3.488314644182248792e-01 1.500892091166861064e-01
3.214452475314409696e+01 3.153660000000000000e+05 6.981258217701343666e-03 1.621460027895577127e+01 9.729159947121257535e-02 1.244510863254762040e-01 3.504010912568631397e-01 1.504443940670307234e-01
3.225135036081964302e+01 3.116620000000000000e+05 6.953004581907634533e-03 1.625106888506472558e+01 9.688998076018323635e-02 1.241077581478064185e-01 3.509132452132293079e-01 1.497609914993589808e-01
3.235836140406364336e+01 3.110280000000000000e+05 6.951123673384626729e-03 1.628905940556740362e+01 9.671135540943227860e-02 1.239934971100200706e-01 3.515939568882485711e-01 1.495812631976445040e-01
3.246545492563989654e+01 3.064960000000000000e+05 6.910510336216963909e-03 1.633150104754297871e+01 9.646883022615085346e-02 1.238263443560685267e-01 3.523339845618571609e-01 1.494147865196072955e-01
3.257226770926305193e+01 3.036940000000000000e+05 6.903995677703347010e-03 1.637998936495543134e+01 9.639419788500314112e-02 1.238164758703020341e-01 3.530902967847985852e-01 1.487257550371891834e-01
3.267918502580098306e+01 3.019080000000000000e+05 6.914402625231071825e-03 1.643076814938688557e+01 9.650730755982009357e-02 1.240302930589497199e-01 3.542433992997678360e-01 1.494668250915049679e-01
3.278623603451405444e+01 2.981560000000000000e+05 6.921384326218204402e-03 1.656042298209322539e+01 9.655423908499723151e-02 1.243097090083611217e-01 3.568007188008285868e-01 1.497951142087436682e-01
3.289340508285702214e+01 2.972040000000000000e+05 6.894102307717284855e-03 1.658052576191709804e+01 9.644500568743659408e-02 1.242204726143680826e-01 3.571206337251506824e-01 1.496128256088496145e-01
3.300025059755746071e+01 2.903800000000000000e+05 6.873919557966165494e-03 1.668466907299860580e+01 9.625542747890757089e-02 1.241820266680546542e-01 3.588949728139275153e-01 1.487819154083646345e-01
3.310695605530747798e+01 2.906340000000000000e+05 6.855670011293700690e-03 1.664133927261701373e+01 9.563526142815095832e-02 1.234893605899322067e-01 3.578556267930158574e-01 1.479461287389625124e-01
3.321401904933838267e+01 2.865940000000000000e+05 6.884444465986830700e-03 1.674581104935823461e+01 9.590140010138815951e-02 1.239356708351628394e-01 3.600579376076732396e-01 1.487335648971074287e-01
3.332112772235213072e+01 2.843980000000000000e+05 6.865306759818222068e-03 1.677767655906112410e+01 9.557992400771636587e-02 1.236437644725747742e-01 3.604024229489969922e-01 1.476864291800211726e-01
3.342816342641506822e+01 2.808840000000000000e+05 6.886165222703363210e-03 1.685863656085103912e+01 9.566314686485415109e-02 1.238756442064238988e-01 3.621388795020441531e-01 1.484262285207650911e-01
3.353508444474211814e+01 2.772460000000000000e+05 6.858425139129166112e-03 1.686391398596494184e+01 9.525327699732528963e-02 1.234708121214371929e-01 3.621988371239691085e-01 1.483416574934571519e-01
3.364210443563371200e+01 2.754660000000000000e+05 6.872991829053614991e-03 1.698273861804075580e+01 9.573960447052357048e-02 1.241181090825735356e-01 3.643315635581875767e-01 1.477309834845431935e-01
3.374921255599115000e+01 2.715280000000000000e+05 6.882884798100416188e-03 1.706691667750303054e+01 9.563007591978370248e-02 1.241641588157107179e-01 3.660272241014573269e-01 1.480757700659923182e-01
3.385611450482955576e+01 2.680480000000000000e+05 6.879707658235719933e-03 1.715854847637619685e+01 9.588643306929930943e-02 1.245731405539817344e-01 3.678962374146061420e-01 1.485920609618134047e-01
3.396296696952051519e+01 2.654580000000000000e+05 6.874122935723997289e-03 1.722021161679620960e+01 9.568418756601503039e-02 1.244823846783831012e-01 3.691389478733653196e-01 1.488871104742087725e-01
3.406997101243796777e+01 2.618920000000000000e+05 6.892041015351397897e-03 1.726890058297476216e+01 9.577162122583428305e-02 1.246407513565191000e-01 3.700543370672289556e-01 1.487738745653104100e-01
3.417688088134747204e+01 2.591340000000000000e+05 6.910925274491622194e-03 1.735222103829042339e+01 9.550428835896605795e-02 1.245224808934184135e-01 3.716232833632399646e-01 1.486271635347986286e-01
3.428370588045179801e+01 2.549260000000000000e+05 6.917995123539994774e-03 1.739522897291453063e+01 9.534281594274562899e-02 1.244281145855888754e-01 3.723971795888262326e-01 1.484087846527671894e-01
3.439068862695248185e+01 2.533140000000000000e+05 6.932576089992155410e-03 1.754075591143735480e+01 9.566234520618889514e-02 1.249914629599072624e-01 3.753754489379780290e-01 1.492093296597881147e-01
3.449782648278630859e+01 2.493460000000000000e+05 6.963520878426302137e-03 1.762138380447204611e+01 9.585978977510978272e-02 1.253310466209738294e-01 3.770501234486067221e-01 1.496848078143596106e-01
3.460479975796066299e+01 2.456800000000000000e+05 6.929642063897722797e-03 1.773135276785840730e+01 9.593314916123868441e-02 1.255676105760878125e-01 3.790004274859680167e-01 1.491687925563058847e-01
3.471160857240605679e+01 2.424420000000000000e+05 6.964224614196147696e-03 1.775072289413127891e+01 9.584487507974194520e-02 1.255123918345269485e-01 3.795001948161113581e-01 1.496075653501716396e-01
3.481859189735321536e+01 2.393860000000000000e+05 6.942771450476409138e-03 1.780039182984397783e+01 9.556734892136162229e-02 1.252924155285970176e-01 3.801546693536359545e-01 1.484428294333579867e-01
3.492571212049016793e+01 2.365440000000000000e+05 6.970251387003577846e-03 1.797792743562322215e+01 9.611315313027604668e-02 1.261636384346849493e-01 3.839866778385668811e-01 1.502235841068626232e-01
3.503274805321819940e+01 2.322940000000000000e+05 6.990609947695587863e-03 1.810676852903724310e+01 9.634540300065957963e-02 1.265866215507366055e-01 3.863882695203434414e-01 1.499213295390510181e-01
3.513967597248581853e+01 2.290440000000000000e+05 7.038947158316764471e-03 1.826099579108280224e+01 9.689506592176175270e-02 1.274058826771015396e-01 3.897683741484149200e-01 1.516069723707783312e-01
3.524673463416404928e+01 2.263000000000000000e+05 7.044733802380573513e-03 1.833140207574107095e+01 9.686966307209110560e-02 1.274838412487222794e-01 3.910367178095856544e-01 1.512735531400490607e-01
3.535385481583261935e+01 2.219380000000000000e+05 7.050196323593735902e-03 1.849260007657319349e+01 9.743134408685401315e-02 1.283261708302472770e-01 3.944545753117016940e-01 1.526928922756476126e-01
3.546059347110648474e+01 2.182620000000000000e+05 7.096919238145867753e-03 1.858374137371474433e+01 9.737411597919133632e-02 1.284236548672432754e-01 3.962474251457173136e-01 1.527729452387693032e-01
3.556731210104838681e+01 2.145940000000000000e+05 7.084749988958675797e-03 1.863824003168147669e+01 9.719169748096961881e-02 1.283067375221161599e-01 3.969963018327676285e-01 1.515886761425192519e-01
3.567447954555080258e+01 2.128920000000000000e+05 7.143513284629214068e-03 1.876476138614927791e+01 9.762709238469827189e-02 1.289563174039324300e-01 3.997623134876659989e-01 1.528829962209412585e-01
3.578149431768800071e+01 2.071900000000000000e+05 7.187125439056100441e-03 1.891624578791093469e+01 9.813098609713877263e-02 1.296879992956192773e-01 4.028910868491188402e-01 1.537476449968766534e-01
3.588823576822665018e+01 2.043540000000000000e+05 7.199220581885827815e-03 1.900973809452118957e+01 9.816735902208172104e-02 1.298613564698067047e-01 4.044755973638829438e-01 1.528723444973171808e-01
3.599520492240594649e+01 2.012320000000000000e+05 7.188696776858545870e-03 1.923475149578111143e+01 9.897183423193993412e-02 1.310410701137545986e-01 4.090218596931418649e-01 1.539666493341593501e-01
3.610215755725821651e+01 1.966000000000000000e+05 7.240107728819467417e-03 1.935315243994396184e+01 9.909896898755127248e-02 1.313989581398391504e-01 4.116985753647020019e-01 1.555596238292213107e-01
3.620912326475229293e+01 1.942380000000000000e+05 7.274467479049250528e-03 1.942320224346234525e+01 9.906210050954576685e-02 1.314543799480910324e-01 4.129964319657439265e-01 1.552895820217417011e-01
3.631614158471965936e+01 1.895260000000000000e+05 7.312197670639380281e-03 1.953337541125045362e+01 9.962897610462088938e-02 1.322122550438583344e-01 4.153569014440330887e-01 1.562564242052765784e-01
3.642328701232143828e+01 1.868280000000000000e+05 7.345788666987081682e-03 1.983803606459228774e+01 1.006368044510431714e-01 1.337349307335661541e-01 4.216183453838586725e-01 1.580338219950698508e-01
3.653036199328654021e+01 1.822960000000000000e+05 7.376537924390202255e-03 1.983903535340946078e+01 1.002036999103022297e-01 1.333059034187493719e-01 4.216475780533542328e-01 1.579805864099580459e-01
3.663708317574132423e+01 1.777480000000000000e+05 7.385434511266704936e-03 2.001757914455694731e+01 1.007025453984110724e-01 1.341046054805602739e-01 4.252967639009373468e-01 1.589707042199189901e-01
3.674404165957288626e+01 1.758060000000000000e+05 7.420401148915917872e-03 2.023462818158813192e+01 1.012527350479253963e-01 1.350064950603707681e-01 4.294057440824549099e-01 1.587248346878909755e-01
3.685113141987510943e+01 1.704700000000000000e+05 7.433178891814470717e-03 2.036506334608135660e+01 1.018122399026002434e-01 1.358087518246799963e-01 4.323856066665794917e-01 1.607471014436340773e-01
3.695816227225071771e+01 1.676460000000000000e+05 7.484403736743453286e-03 2.041625429354430921e+01 1.018500085415544182e-01 1.358895122573975656e-01 4.334296725130560857e-01 1.608698745343415948e-01
3.706511266916877645e+01 1.631200000000000000e+05 7.523393052542522164e-03 2.051819264634711715e+01 1.018188524087827035e-01 1.360290006204671331e-01 4.353520127825515340e-01 1.606526404082007087e-01
3.717198898508983973e+01 1.589820000000000000e+05 7.508610928211002615e-03 2.065847697483795997e+01 1.020866687532093475e-01 1.364610866504043785e-01 4.377379623029166167e-01 1.594772999171873984e-01
3.727886829499068000e+01 1.558780000000000000e+05 7.593304933356518314e-03 2.083426404522586495e+01 1.025426623883021471e-01 1.371932154386047431e-01 4.412667485713754889e-01 1.599462099958207095e-01
3.738584684673741521e+01 1.510300000000000000e+05 7.539781211365324289e-03 2.074789220136476686e+01 1.019467424010488399e-01 1.364340359277610715e-01 4.393888031057306964e-01 1.591477743430651792e-01
3.749274830000148739e+01 1.479480000000000000e+05 7.661323351297197326e-03 2.109134322637800807e+01 1.035059157266957769e-01 1.386012579469693140e-01 4.468282890893554571e-01 1.624897901275900725e-01
3.759968695879564393e+01 1.432480000000000000e+05 7.649999353850892372e-03 2.118298489984135458e+01 1.034051242740570281e-01 1.386611976125638468e-01 4.487099583238673972e-01 1.630838551921383051e-01
3.770686314389461558e+01 1.401240000000000000e+05 7.700068472398539574e-03 2.144823957743492215e+01 1.041659486565885417e-01 1.398609518974720523e-01 4.540622360787636702e-01 1.641494149222018362e-01
3.781381578904389329e+01 1.352020000000000000e+05 7.722412287142855179e-03 2.140998176755888238e+01 1.038093572443534590e-01 1.394015812397479126e-01 4.532179325135030634e-01 1.635996813057556676e-01
3.792043150861447742e+01 1.306620000000000000e+05 7.699708419978861136e-03 2.153637102102659995e+01 1.041178198583980336e-01 1.399110750360774147e-01 4.556149787589571787e-01 1.636091512212584920e-01
3.802751536449891745e+01 1.285780000000000000e+05 7.740413870989715922e-03 2.170533655835042808e+01 1.048986439385279495e-01 1.409627631933245973e-01 4.591364316684043989e-01 1.647311562502561388e-01
3.813478762628417229e+01 1.225660000000000000e+05 7.737760555539683477e-03 2.177616633975380012e+01 1.044611279345423055e-01 1.406299612224971296e-01 4.604165395706951713e-01 1.644395384720953313e-01
3.824156932045221424e+01 1.193040000000000000e+05 7.778015114204795896e-03 2.185418954152318349e+01 1.049341119470331152e-01 1.412197511882762602e-01 4.619323235998398225e-01 1.644273884822036458e-01
3.834849023574852112e+01 1.147000000000000000e+05 7.741576844251221029e-03 2.198393649802394734e+01 1.049854553811287866e-01 1.415018593614847109e-01 4.645657124878566635e-01 1.652032429079064724e-01
3.845538784093170648e+01 1.105920000000000000e+05 7.709979052069131610e-03 2.210565865831768662e+01 1.046078286569951804e-01 1.412949930072285309e-01 4.666505569370525408e-01 1.643032842457657072e-01
3.856226795906003701e+01 1.065100000000000000e+05 7.691510188998215876e-03 2.203252805576175888e+01 1.037801050983756107e-01 1.403097196677777214e-01 4.649721166745799383e-01 1.631722602762049334e-01
3.866894907366923206e+01 1.017160000000000000e+05 7.701347427083207221e-03 2.202142728157938123e+01 1.036694057820155418e-01 1.402261927267842156e-01 4.650211427153931321e-01 1.642370575152097278e-01
3.877596510422194598e+01 9.871500000000000000e+04 7.635881974718008308e-03 2.196606606799289452e+01 1.029631100761052298e-01 1.394103835695672811e-01 4.635079383530816277e-01 1.625226165277663393e-01
3.888336863104089502e+01 9.461500000000000000e+04 7.620496643873999297e-03 2.212662968506782946e+01 1.033888347329490337e-01 1.401090024917719667e-01 4.667059967007877730e-01 1.631347210280231219e-01
3.899014443976081878e+01 9.051300000000000000e+04 7.598954529218657390e-03 2.198568673747399060e+01 1.025932098931685021e-01 1.390384579644543539e-01 4.637871459408779429e-01 1.622380980179216337e-01
3.909712207877980461e+01 8.835100000000000000e+04 7.609751932394788650e-03 2.211611517606956667e+01 1.026703079021743098e-01 1.393355579731848093e-01 4.664014672983024523e-01 1.627318768161872264e-01
3.920438220913518279e+01 8.455500000000000000e+04 7.578289267050823501e-03 2.223992928806603331e+01 1.030740317685523155e-01 1.399198101492997171e-01 4.687850125242637445e-01 1.629183444432827088e-01
3.931129123009387882e+01 8.170900000000000000e+04 7.578526540305311268e-03 2.202859657733283427e+01 1.015405851836473500e-01 1.379549479697027292e-01 4.638576618791708239e-01 1.591593112535626131e-01
3.941809723783823216e+01 7.872400000000000000e+04 7.524872168839426972e-03 2.225350525277963953e+01 1.021094823830810266e-01 1.388838622273912138e-01 4.682458069477573592e-01 1.597325002919104397e-01
3.952498295543929174e+01 7.623300000000000000e+04 7.630881920953529532e-03 2.243446757939110014e+01 1.025898280735233759e-01 1.396770913998726382e-01 4.722525999786263973e-01 1.617277110195997625e-01
3.963208630665438648e+01 7.356100000000000000e+04 7.640598505501623380e-03 2.238341616571814185e+01 1.022085918337993088e-01 1.391867519535164299e-01 4.709435596939816060e-01 1.602908088807885878e-01
3.973899631266661459e+01 7.083000000000000000e+04 7.664179275588698693e-03 2.257535241617440391e+01 1.022746675995079291e-01 1.395841532491949033e-01 4.748513031872376722e-01 1.612477790649915754e-01
3.984563973306794082e+01 6.823000000000000000e+04 7.683675145724528852e-03 2.274396273868368823e+01 1.026022484545997121e-01 1.401496002272827890e-01 4.779056583452823137e-01 1.605026982666044877e-01
3.995268836983542116e+01 6.649800000000000000e+04 7.719676207053199207e-03 2.275559213744899978e+01 1.027636946842801630e-01 1.403604299421699064e-01 4.785808981649976590e-01 1.622943028784407937e-01
4.005988102013265717e+01 6.358600000000000000e+04 7.668861916885307169e-03 2.291994976649762350e+01 1.028694456502153992e-01 1.406976853160255281e-01 4.815885411744784683e-01 1.619131899058299795e-01
4.016691043360450664e+01 6.177400000000000000e+04 7.764616469026748222e-03 2.324669329904944348e+01 1.036631386096288771e-01 1.420254661919365669e-01 4.881507162968650726e-01 1.629900085896396622e-01
4.027355473632727723e+01 5.879400000000000000e+04 7.800142755748804176e-03 2.305184286312491082e+01 1.027960271126267811e-01 1.407838571418570939e-01 4.844603278866382867e-01 1.629950309574604572e-01
4.038033398227036486e+01 5.754700000000000000e+04 7.768001037521490328e-03 2.306876511882834535e+01 1.026688585960413153e-01 1.406482456554691562e-01 4.842241972753446033e-01 1.607475209473125666e-01
4.048784885743675943e+01 5.535000000000000000e+04 7.844878171739207498e-03 2.342253620684162740e+01 1.037191778690181171e-01 1.423317218998773059e-01 4.916162230428925972e-01 1.632025284007820043e-01
4.059488825668854162e+01 5.302300000000000000e+04 7.907997981737220974e-03 2.364574867816273596e+01 1.048086263530543100e-01 1.437941332733101429e-01 4.963996402637698702e-01 1.652074267579430600e-01
4.070154119627313349e+01 5.109900000000000000e+04 7.909130405318839582e-03 2.376024175345483158e+01 1.045085820217272060e-01 1.436203641130488207e-01 4.982485785240374776e-01 1.637939038863548968e-01
4.080872303630995646e+01 4.955500000000000000e+04 8.020126164731886803e-03 2.393571577079906731e+01 1.052876639997879366e-01 1.447528554213874663e-01 5.026432462066806606e-01 1.678423908929509156e-01
4.091624289222018263e+01 4.765900000000000000e+04 7.998764333720573966e-03 2.440623900177584815e+01 1.060957835558839629e-01 1.463153152626444076e-01 5.116287402962571562e-01 1.679399402404007091e-01
4.102298155915180189e+01 4.529100000000000000e+04 8.127639815871315690e-03 2.451763549036296652e+01 1.068996852147650611e-01 1.473425525538748504e-01 5.142659602788292039e-01 1.696866970079051185e-01
4.112951937371880717e+01 4.399900000000000000e+04 8.224399880416346023e-03 2.472473818683361557e+01 1.077066520140439881e-01 1.484859756448566048e-01 5.185978401145231453e-01 1.709812462216031281e-01
4.123699914147614720e+01 4.248300000000000000e+04 8.206507111382261091e-03 2.478268571150034560e+01 1.074856827589167618e-01 1.482898020174951981e-01 5.195296276831639082e-01 1.703066630828940775e-01
4.134402170988769853e+01 4.032700000000000000e+04 8.248231200548366074e-03 2.497068161643128192e+01 1.075718429847078161e-01 1.486171351168036892e-01 5.229429988429613596e-01 1.694465151595427876e-01
4.145038899343203553e+01 3.882700000000000000e+04 8.355369193167859823e-03 2.495847973745926751e+01 1.077706886521554025e-01 1.487854296333543658e-01 5.228011278661988115e-01 1.694942784882765008e-01
4.155751784906856017e+01 3.768300000000000000e+04 8.399949918931382681e-03 2.527304941389837722e+01 1.081678107817233003e-01 1.496638800465395769e-01 5.289337399614422175e-01 1.699022571452740438e-01
4.166526513597658266e+01 3.605500000000000000e+04 8.490039798740111818e-03 2.561244931206164566e+01 1.092245105740116407e-01 1.512965398036396902e-01 5.360471725182899272e-01 1.722976912187877685e-01
4.177201422154197274e+01 3.409800000000000000e+04 8.473445222057009521e-03 2.562401173601881155e+01 1.099534035720336478e-01 1.519616912284380839e-01 5.359577999241924573e-01 1.710475202389114546e-01
4.187809562918591411e+01 3.277900000000000000e+04 8.567212587937569554e-03 2.598127165872809385e+01 1.101935396536794648e-01 1.527856981292324001e-01 5.424415938165841888e-01 1.693558677303157733e-01
4.198550970397955950e+01 3.199200000000000000e+04 8.607290207114544345e-03 2.636232270086238572e+01 1.115610321301517271e-01 1.546864626673030430e-01 5.502174491206179852e-01 1.713515330052084451e-01
4.209285356128030031e+01 2.995900000000000000e+04 8.814151235547330876e-03 2.692434357042394311e+01 1.134963279464947239e-01 1.576236899892178855e-01 5.622988723698145730e-01 1.764070450523860800e-01
4.219924694713985502e+01 2.882800000000000000e+04 8.901288863435817891e-03 2.701648443445155223e+01 1.135007133889562453e-01 1.578288174626590046e-01 5.650057193468731587e-01 1.801195243532561496e-01
4.230600671422583048e+01 2.761500000000000000e+04 8.890997992696832164e-03 2.714521078975595003e+01 1.139613812044655144e-01 1.583551125234283485e-01 5.666307989237817644e-01 1.766608827295171325e-01
4.241340917922484266e+01 2.648800000000000000e+04 8.981642273847989175e-03 2.776752349942779574e+01 1.156338534876818064e-01 1.610838644180486168e-01 5.798584998029980841e-01 1.820614798182172700e-01
4.252088026026639511e+01 2.520300000000000000e+04 9.083834262817599980e-03 2.834174114890561924e+01 1.172492477808257105e-01 1.635535247231363620e-01 5.905062369467514172e-01 1.804449546450424824e-01
4.262725950770190053e+01 2.365600000000000000e+04 9.159409494806952656e-03 2.843021059822105556e+01 1.179997528877574642e-01 1.645161599263037788e-01 5.926835008561347484e-01 1.822635436884417204e-01
4.273360894783402131e+01 2.288700000000000000e+04 9.293014636332674536e-03 2.898711236519552159e+01 1.195091530414443687e-01 1.668770347573080015e-01 6.035208736857876621e-01 1.827330518851991992e-01
4.284150829021771756e+01 2.195200000000000000e+04 9.349539462323598268e-03 2.917574263678154978e+01 1.208813982522928820e-01 1.685331493944754178e-01 6.078789930110235495e-01 1.857436582772086231e-01
4.294891554091235264e+01 2.050000000000000000e+04 9.509381044552706053e-03 2.969441290941967537e+01 1.218456796320116220e-01 1.704766249451379057e-01 6.193714969607265752e-01 1.919464924206646939e-01
4.305472878777592882e+01 1.932300000000000000e+04 9.658242572994855599e-03 3.037288926185141946e+01 1.237438223731237574e-01 1.733323311727145710e-01 6.324079202039076808e-01 1.918613294681144887e-01
4.316169401954684304e+01 1.881400000000000000e+04 9.785251501494670462e-03 3.035906536980387926e+01 1.244189083529718132e-01 1.739955551979951720e-01 6.319526921623802584e-01 1.906610089283082288e-01
4.326994006104969515e+01 1.768800000000000000e+04 9.939132631766258927e-03 3.106966167866466577e+01 1.270634928658611884e-01 1.778100985251273858e-01 6.464356561054440675e-01 1.940614207939193592e-01
4.337686699930662115e+01 1.650400000000000000e+04 1.011691606706112932e-02 3.133400934336673416e+01 1.273601023893666806e-01 1.784213542177150169e-01 6.512548310930126316e-01 1.925623233388415734e-01
4.348232201810193942e+01 1.544400000000000000e+04 1.012669644262139887e-02 3.169762617001559946e+01 1.294404557219284990e-01 1.811665236924214772e-01 6.587303979195029413e-01 1.947885112798448393e-01
4.358971561122400828e+01 1.515100000000000000e+04 1.025785031892403887e-02 3.295090515180137913e+01 1.340334503575340841e-01 1.879368477973548390e-01 6.847472854902115769e-01 2.032109285885163596e-01
4.369847297129271624e+01 1.403200000000000000e+04 1.032230654267683213e-02 3.326092993377602625e+01 1.345853561787317410e-01 1.889457996448677124e-01 6.915817260770231734e-01 2.068686239032113405e-01
4.380443139457426582e+01 1.279200000000000000e+04 1.047363159983594021e-02 3.350356727921710842e+01 1.360064951156776114e-01 1.906143714079292506e-01 6.952814422261293092e-01 2.024903896141841408e-01
4.390939072213888750e+01 1.225600000000000000e+04 1.066122767060849463e-02 3.437493759057904441e+01 1.388564708698252215e-01 1.950090629634574635e-01 7.137080926325060082e-01 2.094643173917192791e-01
4.401772030021989224e+01 1.184400000000000000e+04 1.097479088417403943e-02 3.476606370553825798e+01 1.399456341226745504e-01 1.968689726117681393e-01 7.233837998791383672e-01 2.177783891877352329e-01
4.412624954936854493e+01 1.078000000000000000e+04 1.092868979709226210e-02 3.552293453046388549e+01 1.420461896036737393e-01 1.998244947446146669e-01 7.357817832950195314e-01 2.093378353704790917e-01
4.423195992686854083e+01 9.868000000000000000e+03 1.135941635445336488e-02 3.590586570850045689e+01 1.436494648781781458e-01 2.021736618918768824e-01 7.449610529317988172e-01 2.158582859002245169e-01
4.433815912576657325e+01 9.486000000000000000e+03 1.155428797488489839e-02 3.637753791503245537e+01 1.453168829695656306e-01 2.047383273034824869e-01 7.568528358352577534e-01 2.273950067546006149e-01
4.444673329867327993e+01 8.824000000000000000e+03 1.180501109120528011e-02 3.737979947864981511e+01 1.491556291396865797e-01 2.102972741055289529e-01 7.757680846016152820e-01 2.257346981976845746e-01
4.455328148045542491e+01 7.896000000000000000e+03 1.194938138368038978e-02 3.789849840684681226e+01 1.517929525945271307e-01 2.137102398097283362e-01 7.864828008456093977e-01 2.287170503509311226e-01
