# stage 09   label FCT   z 3.000000   box 58.737151
# grid 512  MAS CIC
# mass fractions gas 0.08192983 conv 0.07761797 dm 0.84045221
# matter shot noise 3.08092773e-04
# k  Nmodes  P_gas  P_conv  P_dm  P_matter  P_baryon  P_gc
1.481488045703888012e+01 1.206250000000000000e+05 3.997613231555039587e-02 1.843468736193419666e+00 4.722293089796675281e-01 4.837776704214623580e-01 5.525113271962149852e-01 2.115071020422237547e-01
1.492180145886275788e+01 1.219350000000000000e+05 3.937889707968635772e-02 1.836770500419129926e+00 4.681470363600949147e-01 4.798506512973019222e-01 5.495428831571845807e-01 2.090539368946845167e-01
1.502882533720598346e+01 1.244410000000000000e+05 3.890980199472065387e-02 1.831439846530909854e+00 4.652466434518188199e-01 4.770486674292280238e-01 5.473612181749374361e-01 2.074600513093791676e-01
1.513579153088184448e+01 1.255170000000000000e+05 3.818791588546379540e-02 1.820661657583978910e+00 4.602046316002216808e-01 4.721427629989658481e-01 5.432861138852345118e-01 2.047903549023383230e-01
1.524262592334979516e+01 1.273570000000000000e+05 3.751155131347211347e-02 1.803795126078799438e+00 4.541269281993806084e-01 4.661030800219771453e-01 5.375114560761281579e-01 2.015790013540869341e-01
1.534966597072623884e+01 1.298950000000000000e+05 3.677059385295651517e-02 1.785832783814138125e+00 4.479520706712872835e-01 4.599271858950699232e-01 5.314190455217840947e-01 1.982848387779140298e-01
1.545671373361776446e+01 1.307010000000000000e+05 3.619546461586352348e-02 1.782858377910917058e+00 4.444635643778949152e-01 4.566541816530644282e-01 5.294401268818074158e-01 1.960365796989849696e-01
1.556381933349416613e+01 1.339210000000000000e+05 3.550421508476422211e-02 1.763924278322066330e+00 4.380637639451989696e-01 4.502620711202243164e-01 5.231910630349726476e-01 1.928629541608660736e-01
1.567088395959713942e+01 1.341870000000000000e+05 3.511674619556096749e-02 1.763178854770417914e+00 4.359763440515851962e-01 4.483381807930934548e-01 5.222886831110563621e-01 1.916144705156529460e-01
1.577780708436944046e+01 1.371250000000000000e+05 3.458711359285888964e-02 1.754792824460450262e+00 4.322581284768826082e-01 4.446992691127472641e-01 5.191783547531956255e-01 1.896411359592988233e-01
1.588487693832633241e+01 1.384570000000000000e+05 3.407323851335660597e-02 1.748881499681444573e+00 4.287117261310179339e-01 4.412890133310461982e-01 5.166225734978898698e-01 1.875971599934067591e-01
1.599203499221735036e+01 1.409370000000000000e+05 3.354544967261276905e-02 1.731951676975276300e+00 4.231706140907008362e-01 4.357374870082965646e-01 5.111074356949670827e-01 1.848567905852379067e-01
1.609879710692920085e+01 1.413670000000000000e+05 3.311224142517819879e-02 1.723068368083078061e+00 4.191425880228961121e-01 4.318380809756213190e-01 5.080266190329213449e-01 1.831271872732899708e-01
1.620551867374789268e+01 1.443810000000000000e+05 3.241799959215924121e-02 1.705616995706048078e+00 4.126654721662687542e-01 4.253913113588199124e-01 5.018822255005677135e-01 1.794622885455544048e-01
1.631235605966610436e+01 1.455490000000000000e+05 3.206081661503008828e-02 1.707453252518166487e+00 4.117490678700003182e-01 4.245876868000315607e-01 5.017611159649810748e-01 1.785385955440099981e-01
1.641950747611966221e+01 1.491390000000000000e+05 3.138546839311959213e-02 1.690741609858541494e+00 4.059866867983037975e-01 4.188209852890498741e-01 4.960331867274130335e-01 1.753468638041249528e-01
1.652677295816955549e+01 1.496410000000000000e+05 3.093616959312959006e-02 1.677611779659661684e+00 4.017531165280898153e-01 4.145571230323961687e-01 4.916712062410037998e-01 1.730730668507883541e-01
1.663356250025421801e+01 1.518250000000000000e+05 3.057659062977527431e-02 1.679638374962866942e+00 4.004816602680130733e-01 4.134494985841491999e-01 4.915887558084968134e-01 1.721378549843576022e-01
1.674038170334767628e+01 1.534530000000000000e+05 3.000841036726382277e-02 1.657878474918548228e+00 3.935787943334879135e-01 4.065298926030732618e-01 4.846700741783100952e-01 1.688976038459296669e-01
1.684720739243814336e+01 1.558870000000000000e+05 2.970854778048204539e-02 1.655252728074013913e+00 3.914401587721100806e-01 4.045082119093681983e-01 4.833850362524947930e-01 1.677276887201839262e-01
1.695427184583386548e+01 1.581210000000000000e+05 2.923786454136659621e-02 1.641689448638061544e+00 3.866634311318608574e-01 3.997539855932294994e-01 4.788865281696801923e-01 1.653972412945986514e-01
1.706136897967529720e+01 1.598410000000000000e+05 2.893966135368529480e-02 1.636929396383200563e+00 3.841570503254312374e-01 3.973140510177772255e-01 4.769422350406313238e-01 1.639179683795638498e-01
1.716809214304061371e+01 1.611750000000000000e+05 2.856152393758240940e-02 1.634514025198287923e+00 3.816563051280129071e-01 3.949922297930746340e-01 4.757361631595968809e-01 1.628477603908886073e-01
1.727516789262027430e+01 1.646770000000000000e+05 2.802830405256938676e-02 1.622972359554225363e+00 3.774402984324382038e-01 3.907684030060633584e-01 4.715361031155740901e-01 1.601900420735296038e-01
1.738239824792643518e+01 1.660570000000000000e+05 2.778161394659425451e-02 1.619299111053959406e+00 3.755889702694456544e-01 3.889788997320005604e-01 4.701861370430067133e-01 1.593582982331260556e-01
1.748933950850145180e+01 1.677030000000000000e+05 2.730441829437257537e-02 1.613895316315040462e+00 3.724143354579127485e-01 3.858959957879374292e-01 4.677412004715217342e-01 1.572764038036573164e-01
1.759634506328283621e+01 1.702690000000000000e+05 2.706310763498569541e-02 1.604924507697001568e+00 3.688464018795322708e-01 3.824160247920111999e-01 4.648846145886067482e-01 1.559357598301967518e-01
1.770340465606037483e+01 1.722570000000000000e+05 2.655144425022578150e-02 1.595256101445369223e+00 3.650693936197091927e-01 3.786638221724386022e-01 4.613492018592346144e-01 1.537095954015493260e-01
1.781031173980958826e+01 1.736530000000000000e+05 2.619735060458711420e-02 1.588650062553799369e+00 3.620302606505717558e-01 3.757067992294422232e-01 4.589453213473529414e-01 1.522143890630986429e-01
1.791716850305598285e+01 1.766190000000000000e+05 2.592977298502996408e-02 1.579661302569185244e+00 3.590417592838117122e-01 3.727259348915553661e-01 4.561055590535570414e-01 1.509297801235857384e-01
1.802403898799025583e+01 1.775650000000000000e+05 2.553095631204273588e-02 1.580092089653885923e+00 3.569554459688407677e-01 3.708122625175173659e-01 4.552977464101246041e-01 1.493194023817180360e-01
1.813101776169002122e+01 1.812850000000000000e+05 2.515590423019306229e-02 1.563859549382588199e+00 3.525062245777694780e-01 3.662703383153225745e-01 4.502851425196480739e-01 1.471739324858030995e-01
1.823814662712345225e+01 1.825470000000000000e+05 2.490151507638605974e-02 1.553500248632868175e+00 3.490023067488317587e-01 3.627867182573591975e-01 4.470334234628708936e-01 1.457070534501644921e-01
1.834518742197989383e+01 1.849930000000000000e+05 2.459439266325898904e-02 1.554407781359543606e+00 3.477580122816357200e-01 3.616720831338885445e-01 4.467600802556936368e-01 1.448921769033671980e-01
1.845211755479135007e+01 1.867770000000000000e+05 2.427407327870951398e-02 1.547476272873438585e+00 3.447240253554159639e-01 3.586908667185510491e-01 4.441666870156593117e-01 1.431540121442236579e-01
1.855908909866470680e+01 1.890730000000000000e+05 2.409018004262368506e-02 1.539064013868582048e+00 3.420331904464047890e-01 3.560177244936623686e-01 4.416899717262142144e-01 1.422787811311968798e-01
1.866603405389846415e+01 1.914910000000000000e+05 2.365463076947837279e-02 1.538927535284211112e+00 3.398947426969451402e-01 3.540341029081668922e-01 4.406862973588472898e-01 1.405644859437596983e-01
1.877314626423666510e+01 1.938450000000000000e+05 2.332819035714257458e-02 1.522244674955665511e+00 3.351914130871714304e-01 3.492516820764902663e-01 4.355664380924365586e-01 1.383920026138783788e-01
1.888009587618607910e+01 1.951810000000000000e+05 2.316324426792070942e-02 1.521094552257201027e+00 3.342069241948595892e-01 3.483203845593202952e-01 4.350153847363115167e-01 1.379209433646794991e-01
1.898671291042726494e+01 1.973190000000000000e+05 2.286374808591667279e-02 1.514380662321780813e+00 3.311680952023120517e-01 3.453504027639132112e-01 4.325515042987856384e-01 1.363279199829784682e-01
1.909357371342158416e+01 2.002330000000000000e+05 2.260949860670787362e-02 1.508339015699477592e+00 3.287322565516701545e-01 3.429472678554959519e-01 4.304229640894779441e-01 1.350637562782188439e-01
1.920066856009553646e+01 2.030370000000000000e+05 2.234388487052262756e-02 1.507787343454043416e+00 3.270311371908951048e-01 3.413810881929444929e-01 4.297464192637425739e-01 1.341111822850264701e-01
1.930787462485590211e+01 2.048710000000000000e+05 2.209491614748290700e-02 1.500947699133040159e+00 3.246960382624615171e-01 3.390439497604563757e-01 4.274441834977932286e-01 1.328745868634989002e-01
1.941469793592326099e+01 2.062210000000000000e+05 2.174895434526797830e-02 1.493378854136702794e+00 3.215442622147221541e-01 3.359415425830102886e-01 4.247543423461594969e-01 1.312588161789958185e-01
1.952153203553818983e+01 2.095290000000000000e+05 2.146027680719907182e-02 1.490203993327669174e+00 3.192399369786743657e-01 3.337352565876030019e-01 4.232815215524601271e-01 1.299672652595718625e-01
1.962884457170453345e+01 2.125450000000000000e+05 2.139372786573616458e-02 1.486423769140138296e+00 3.179608751313025561e-01 3.324574559331498480e-01 4.221272003157472419e-01 1.294826958973837872e-01
1.973587212790712897e+01 2.132070000000000000e+05 2.104911740415157592e-02 1.477687746003319980e+00 3.147157100515100558e-01 3.292458638555202377e-01 4.191426551253585875e-01 1.278292495445131904e-01
1.984278598054912734e+01 2.165770000000000000e+05 2.091698462768404668e-02 1.473079029184765965e+00 3.129632595720061583e-01 3.275123385946844268e-01 4.176405287725350468e-01 1.270756204239351927e-01
1.994977711362870210e+01 2.181930000000000000e+05 2.067054651074089547e-02 1.465841281581254707e+00 3.103542172698904311e-01 3.249134097317458725e-01 4.151883959395391011e-01 1.257262524577009433e-01
2.005693859450841998e+01 2.221510000000000000e+05 2.045367291910106522e-02 1.462298274116805574e+00 3.081658897364077387e-01 3.228213026214284409e-01 4.137838959807168537e-01 1.247079326342830780e-01
2.016385930389559533e+01 2.216410000000000000e+05 2.017465461796381226e-02 1.450960859964669503e+00 3.047836443057282962e-01 3.193837730054685520e-01 4.101246976993804805e-01 1.229018172310684526e-01
2.027055477535684247e+01 2.261730000000000000e+05 1.996682532869953688e-02 1.450227655461733045e+00 3.035892343745160704e-01 3.182538500477453680e-01 4.094643669540916076e-01 1.220371850964560995e-01
2.037743034556589450e+01 2.269810000000000000e+05 1.980999694506404771e-02 1.447729448546928310e+00 3.021549037272976967e-01 3.168752475461000806e-01 4.085218520463939629e-01 1.214169129010162218e-01
2.048450684456285487e+01 2.319030000000000000e+05 1.958228164402756044e-02 1.438518632952471732e+00 2.989955319723219818e-01 3.137296149931624312e-01 4.055700053672361971e-01 1.199921198496633062e-01
2.059151351667688701e+01 2.314930000000000000e+05 1.933009768546184448e-02 1.431704059328231082e+00 2.965298721049794972e-01 3.112702463941219300e-01 4.032269595062677459e-01 1.186636655193298862e-01
2.069838042282887969e+01 2.360410000000000000e+05 1.918007562876117983e-02 1.437367282006642766e+00 2.959083108297925202e-01 3.108758442917782805e-01 4.043358254383581651e-01 1.182796090211591794e-01
2.080539707174233754e+01 2.372310000000000000e+05 1.898614485933739632e-02 1.432556839097383738e+00 2.938699941800558268e-01 3.088572036460641157e-01 4.025195962617234557e-01 1.170254853295034231e-01
2.091249898788266393e+01 2.409250000000000000e+05 1.887565241077364397e-02 1.432066999059434576e+00 2.927511390978723149e-01 3.078353165885733822e-01 4.021959260916412315e-01 1.166680167566171572e-01
2.101962658632239922e+01 2.427690000000000000e+05 1.869757336744556561e-02 1.428597272496742177e+00 2.911545321377635442e-01 3.062697416658273220e-01 4.009157485423998635e-01 1.158433366719639895e-01
2.112636074798455965e+01 2.437570000000000000e+05 1.858728637254891333e-02 1.426045834703266069e+00 2.898912898469606647e-01 3.050520632750714500e-01 4.000308105237544987e-01 1.153389531213693392e-01
2.123315162618531815e+01 2.479830000000000000e+05 1.831066699506218518e-02 1.416907382621407141e+00 2.866474652853324701e-01 3.018086370296960141e-01 3.968829014597252680e-01 1.135132789032996109e-01
2.134024944506215249e+01 2.502730000000000000e+05 1.818400088280237165e-02 1.416552592613394390e+00 2.857329612081749848e-01 3.009563947301709397e-01 3.965473324597775240e-01 1.130765632660094416e-01
2.144724292060796955e+01 2.523730000000000000e+05 1.792717360301006660e-02 1.408861694208072723e+00 2.827602622449169045e-01 2.980050123160596920e-01 3.938577801001861833e-01 1.114721429114279294e-01
2.155419722633348556e+01 2.554470000000000000e+05 1.783544686389142153e-02 1.402340216651448701e+00 2.807674615718164235e-01 2.960094813616074849e-01 3.919389411614419561e-01 1.107692006614445224e-01
2.166118480077623687e+01 2.570890000000000000e+05 1.763348143864764545e-02 1.401365155724920708e+00 2.792936187381739876e-01 2.946350824703701798e-01 3.912676578502727875e-01 1.099941183249045079e-01
2.176823572936166329e+01 2.612370000000000000e+05 1.757679532707487335e-02 1.396852732280363441e+00 2.779786802254646250e-01 2.933055616863805004e-01 3.899558433692786319e-01 1.095359593820877248e-01
2.187519416603142020e+01 2.616670000000000000e+05 1.738413611539206191e-02 1.398996558592965567e+00 2.770858186462377692e-01 2.925354474092684565e-01 3.900050358353763791e-01 1.087205986753828207e-01
2.198226151601886258e+01 2.668890000000000000e+05 1.714600172057641550e-02 1.394864865704485757e+00 2.748608761288774405e-01 2.903698435628672136e-01 3.883288079612439159e-01 1.074484972430542612e-01
2.208935398084704360e+01 2.670490000000000000e+05 1.710276956036065055e-02 1.395498824442783725e+00 2.745362995490361890e-01 2.900858850699988278e-01 3.883909181295663871e-01 1.072953273426039827e-01
2.219620459416032787e+01 2.705770000000000000e+05 1.696323307004056133e-02 1.391040560605447673e+00 2.725273646705488884e-01 2.881255677449551245e-01 3.868395564687696075e-01 1.063757966680504152e-01
2.230304491199040484e+01 2.726430000000000000e+05 1.684638628136500213e-02 1.395234360555062336e+00 2.723373816498255717e-01 2.880611517238103048e-01 3.876164739759925260e-01 1.060058938216547064e-01
2.241003213563937280e+01 2.762050000000000000e+05 1.673682509295527227e-02 1.392561717379812380e+00 2.708249858588290260e-01 2.866146649451114525e-01 3.867075819545355841e-01 1.055105963046088918e-01
2.251703958431228969e+01 2.781690000000000000e+05 1.655203043292768905e-02 1.380154071851251940e+00 2.676357563490925906e-01 2.833301593148959685e-01 3.829612349462092058e-01 1.039872818138501825e-01
2.262393499808562680e+01 2.808190000000000000e+05 1.647462467029053163e-02 1.379968673810721524e+00 2.669252259093654600e-01 2.826833475384905592e-01 3.827767371667227247e-01 1.037466892029417082e-01
2.273084029337512035e+01 2.836290000000000000e+05 1.631040095127382281e-02 1.375949342885258719e+00 2.649145487747128769e-01 2.807225672001415484e-01 3.812579352790586573e-01 1.026974388764849977e-01
2.283802477850753831e+01 2.877370000000000000e+05 1.625897556447503459e-02 1.376271851410749480e+00 2.642897950385201256e-01 2.801595107394221351e-01 3.811727004513356665e-01 1.024012171248104980e-01
2.294511802372137765e+01 2.882290000000000000e+05 1.610850469571951937e-02 1.379014236530179405e+00 2.634764770505120812e-01 2.794901732684640927e-01 3.814889039951039340e-01 1.018144731240522571e-01
2.305187705853158420e+01 2.915190000000000000e+05 1.597201586319833139e-02 1.372732674121526664e+00 2.617393707373504852e-01 2.776911077101427150e-01 3.794475919907568939e-01 1.007763868997464396e-01
2.315881141211183447e+01 2.946970000000000000e+05 1.590006781433707730e-02 1.370273869801643229e+00 2.603912117795146308e-01 2.764086530517942397e-01 3.786341533811053428e-01 1.003509937160700222e-01
2.326578080070610710e+01 2.968170000000000000e+05 1.582382742108144960e-02 1.373396479097805933e+00 2.599461817338921121e-01 2.760865974806807066e-01 3.791941708903339148e-01 1.000329504776314438e-01
2.337279675037724402e+01 3.007390000000000000e+05 1.571019578254508400e-02 1.369588496792357502e+00 2.583665988604426644e-01 2.745237886933164506e-01 3.778380313946741453e-01 9.918244684258518962e-02
2.347977971278523412e+01 3.019210000000000000e+05 1.562108286642922318e-02 1.374113440288464494e+00 2.581233481507838601e-01 2.744281606650958438e-01 3.787291838226304885e-01 9.886968572334844940e-02
2.358659786932328828e+01 3.054570000000000000e+05 1.551180588924531631e-02 1.371113199415178174e+00 2.565009907112572041e-01 2.728648706661444545e-01 3.776609056197675618e-01 9.821041283286616186e-02
2.369366935531745710e+01 3.088390000000000000e+05 1.540765140807715157e-02 1.373546456657183779e+00 2.563452418646598452e-01 2.727690929069975234e-01 3.780226536238435742e-01 9.783680971311806140e-02
2.380068527426420388e+01 3.106410000000000000e+05 1.533654280521180163e-02 1.370500094246603240e+00 2.550488853373312770e-01 2.714978374216285295e-01 3.770187386118479811e-01 9.730805978811003787e-02
2.390766070349687666e+01 3.144850000000000000e+05 1.529463581803784493e-02 1.372909027586050268e+00 2.545510073423396524e-01 2.711122207099818660e-01 3.774442304317650043e-01 9.704070521416287287e-02
2.401469510913376837e+01 3.161130000000000000e+05 1.520043535922665535e-02 1.369392772855535956e+00 2.531874510560747082e-01 2.697545864157169793e-01 3.762001213624426299e-01 9.626598419927595573e-02
2.412166410449781750e+01 3.202750000000000000e+05 1.507604082983891002e-02 1.369334359137584167e+00 2.520208290709730625e-01 2.686709770079486193e-01 3.758240916346892724e-01 9.560669759160994596e-02
2.422858695491159509e+01 3.211090000000000000e+05 1.503339213992667400e-02 1.369693016813973374e+00 2.514691353891865266e-01 2.681778917773915971e-01 3.757387391867903492e-01 9.528848553607767446e-02
2.433549755307014806e+01 3.261210000000000000e+05 1.501319016476238694e-02 1.368490760967313147e+00 2.508118903832787239e-01 2.675393928570631852e-01 3.753505422610908249e-01 9.509167789092187739e-02
2.444256983223021251e+01 3.277270000000000000e+05 1.492365088234868034e-02 1.370580747952991008e+00 2.503434343229933856e-01 2.671539456412396762e-01 3.755862964882304422e-01 9.462079161714485875e-02
2.454966048626787156e+01 3.318210000000000000e+05 1.481328275017308217e-02 1.370844452269237790e+00 2.493004238675722573e-01 2.662031481085910256e-01 3.753010825137225170e-01 9.398328265601753329e-02
2.465651868329693386e+01 3.324970000000000000e+05 1.479921962920731013e-02 1.372572813497320299e+00 2.487570846194343266e-01 2.657463483364589374e-01 3.755123031270603540e-01 9.359475479228729355e-02
2.476341322929357247e+01 3.373530000000000000e+05 1.479948513276223114e-02 1.378650092411400241e+00 2.495003409615233758e-01 2.666184790671110583e-01 3.772520247912248825e-01 9.419788188023417441e-02
2.487044889655140167e+01 3.395590000000000000e+05 1.468537847688422375e-02 1.376363756788102410e+00 2.479263078035799095e-01 2.650925001892899813e-01 3.761834173447233254e-01 9.320233144059814068e-02
2.497755394188342848e+01 3.433090000000000000e+05 1.464262307054135445e-02 1.375940413034490550e+00 2.470860716226004061e-01 2.643087460465031735e-01 3.758794823451293565e-01 9.281711414229741608e-02
2.508451426274336171e+01 3.447570000000000000e+05 1.458993502333578302e-02 1.379277269042508358e+00 2.470510809436194111e-01 2.643694569355316548e-01 3.765968310074224723e-01 9.270004742885995519e-02
2.519138114610794688e+01 3.487030000000000000e+05 1.459121155464314715e-02 1.383879114291139301e+00 2.470744131599506010e-01 2.645015250969476317e-01 3.775630053908863859e-01 9.245330580446475821e-02
2.529840334964740833e+01 3.512610000000000000e+05 1.449787639425850413e-02 1.380097859968685503e+00 2.456523884760082599e-01 2.630904038039519888e-01 3.763228148412514629e-01 9.181149740330915576e-02
2.540527721097442537e+01 3.540610000000000000e+05 1.451070865111062959e-02 1.388979813564975574e+00 2.464429060631216639e-01 2.640670756228624128e-01 3.785655246558499720e-01 9.208617042710327827e-02
2.551200454590001243e+01 3.561150000000000000e+05 1.449441512978006524e-02 1.385561600640161428e+00 2.455621807412864399e-01 2.631593149434206524e-01 3.775888336337370754e-01 9.175911649496060196e-02
2.561897741630058434e+01 3.616690000000000000e+05 1.443294603488305509e-02 1.388631890929717061e+00 2.452651143608687023e-01 2.629661161629951449e-01 3.781497449434161329e-01 9.145984921652382249e-02
2.572606874958264456e+01 3.628930000000000000e+05 1.441570623813627321e-02 1.390157690059633522e+00 2.448325583758875490e-01 2.625974312251809772e-01 3.783352705043005471e-01 9.111752121602081922e-02
2.583308182314820201e+01 3.671010000000000000e+05 1.440012996307651894e-02 1.399149098795550161e+00 2.453565192654942606e-01 2.633331015484896009e-01 3.805116791137942989e-01 9.122263866811233801e-02
2.594011690822357608e+01 3.694390000000000000e+05 1.438253415083867379e-02 1.401436660565353876e+00 2.449873435969159019e-01 2.630472888958885203e-01 3.808841820042514481e-01 9.089389071865641712e-02
2.604719504548548770e+01 3.732570000000000000e+05 1.435466401845961887e-02 1.400892957736321609e+00 2.444701728850017797e-01 2.625512604800681604e-01 3.806193993036504075e-01 9.063619142279796814e-02
2.615431874932970757e+01 3.759490000000000000e+05 1.436171133198108942e-02 1.411767065825686451e+00 2.455622429792688466e-01 2.638656001968881504e-01 3.834144893944012589e-01 9.107582963252847108e-02
2.626124497453815110e+01 3.780430000000000000e+05 1.440881174419584264e-02 1.415045199190845482e+00 2.455499071210650863e-01 2.639478483149627075e-01 3.841722911339086610e-01 9.101487742539407511e-02
2.636804695875522953e+01 3.811170000000000000e+05 1.437581680132850662e-02 1.422505431646950758e+00 2.461859355489698087e-01 2.647106474582883173e-01 3.858937767157641918e-01 9.094397395893213942e-02
2.647511900021435238e+01 3.864490000000000000e+05 1.437780322133098629e-02 1.422888523637461988e+00 2.458780888253121744e-01 2.644367778960365345e-01 3.859388640505921342e-01 9.085169976919994783e-02
2.658210844405028439e+01 3.863970000000000000e+05 1.437133750627472319e-02 1.427627858218270873e+00 2.457462123409790145e-01 2.644408240450426550e-01 3.869336559340203485e-01 9.060119537419014657e-02
2.668888577304229415e+01 3.913150000000000000e+05 1.431452495531931879e-02 1.436713435043982967e+00 2.463596971515676359e-01 2.652498689832789025e-01 3.890589412975726802e-01 9.058114956758571423e-02
2.679588068537051271e+01 3.943050000000000000e+05 1.443380494212295750e-02 1.446954725038845258e+00 2.476798833241494191e-01 2.667542128816111635e-01 3.918358033972319521e-01 9.122482803452899858e-02
2.690296534456482291e+01 3.980770000000000000e+05 1.448144811646948082e-02 1.449893880053843676e+00 2.478832813321837081e-01 2.670144251841052863e-01 3.925579201740272972e-01 9.125273591184542010e-02
2.700991381018056003e+01 3.999190000000000000e+05 1.446945486359861067e-02 1.453076866666578315e+00 2.477210686210419843e-01 2.669418854068983937e-01 3.931763975809092204e-01 9.098918984004868149e-02
2.711673922973363915e+01 4.031130000000000000e+05 1.447783430888933791e-02 1.461548704547327437e+00 2.485124473050224214e-01 2.678945231861927234e-01 3.952770217306092460e-01 9.117609807222148977e-02
2.722376556647355628e+01 4.082290000000000000e+05 1.450844520178530550e-02 1.465499994317822852e+00 2.486054448244438830e-01 2.680970022163657873e-01 3.963022175277028936e-01 9.134016308055538380e-02
2.733094986305560781e+01 4.103130000000000000e+05 1.456549685649251476e-02 1.473787965978095915e+00 2.493369265720478678e-01 2.689839240417208899e-01 3.982888806483426691e-01 9.136038887338172876e-02
2.743782654314035696e+01 4.102750000000000000e+05 1.454303353830963159e-02 1.479244753816343794e+00 2.495375056241605494e-01 2.693244332820334264e-01 3.996053678472820114e-01 9.142234331771392775e-02
2.754469927789871875e+01 4.093020000000000000e+05 1.447410254130921704e-02 1.476542696669260524e+00 2.486944510533783959e-01 2.684581042966536213e-01 3.987122931108005863e-01 9.095119116964148209e-02
2.765171059954194277e+01 4.077820000000000000e+05 1.442936137073962469e-02 1.474438677407067466e+00 2.473564076185320038e-01 2.671654599008204123e-01 3.978705151929613493e-01 9.028666231432969091e-02
2.775865094767602059e+01 4.058980000000000000e+05 1.434814121808894276e-02 1.472216926502154744e+00 2.462793634853102098e-01 2.660981628236277485e-01 3.969720375660413803e-01 8.958367206222223045e-02
2.786563888885375562e+01 4.043220000000000000e+05 1.431693046052337492e-02 1.472968608471202590e+00 2.459277120731249988e-01 2.657975393202931524e-01 3.970745875020069704e-01 8.944933395922669006e-02
2.797258809051328043e+01 4.026280000000000000e+05 1.431407075265783702e-02 1.473796213557673207e+00 2.454679889264842207e-01 2.653952896287197216e-01 3.971936808479142877e-01 8.929717869430363331e-02
2.807947005922181205e+01 3.997920000000000000e+05 1.426469788765727387e-02 1.475775096368020289e+00 2.454803734301949647e-01 2.654667561642437557e-01 3.976371581237669872e-01 8.927347123468543089e-02
2.818645801939030093e+01 4.002640000000000000e+05 1.420406080089356600e-02 1.474325229945533611e+00 2.440996447493438692e-01 2.641507705186346699e-01 3.969119921538692419e-01 8.854086222900858782e-02
2.829347763495123047e+01 3.963360000000000000e+05 1.418552538167579605e-02 1.475036812620840632e+00 2.438523739207652807e-01 2.639356099973765857e-01 3.969930260210126072e-01 8.837576519780604434e-02
2.840056427118414106e+01 3.969640000000000000e+05 1.417250362188041818e-02 1.474747824229402093e+00 2.431725795468263895e-01 2.633054856976347891e-01 3.967879456383244796e-01 8.810906716582250775e-02
2.850750376403770758e+01 3.918340000000000000e+05 1.414549901988376192e-02 1.475573516401591956e+00 2.427339623271562441e-01 2.629071292314157926e-01 3.967946564489234773e-01 8.774563209478730696e-02
2.861428157655182147e+01 3.917040000000000000e+05 1.402513345357416820e-02 1.472860404586992411e+00 2.415144431496814570e-01 2.617028192115919971e-01 3.958086294293901575e-01 8.712082538448992497e-02
2.872138191204690116e+01 3.907360000000000000e+05 1.399222636078780758e-02 1.470036414294741522e+00 2.402379176490304080e-01 2.604591438343262788e-01 3.949152202593392835e-01 8.668775111867663141e-02
2.882855984668122318e+01 3.882660000000000000e+05 1.398082219955042865e-02 1.472865601019711645e+00 2.403158032117597709e-01 2.606052195269894511e-01 3.955541105614017727e-01 8.663234083206647340e-02
2.893536043369637412e+01 3.839200000000000000e+05 1.392443857251388084e-02 1.468043007253523102e+00 2.389556950091707987e-01 2.592033105053019315e-01 3.940263437976285199e-01 8.588872568556656095e-02
2.904229701935999586e+01 3.856120000000000000e+05 1.397713146524126072e-02 1.471838548294682747e+00 2.392840993995129228e-01 2.596237994811045890e-01 3.951039793244782161e-01 8.621986743475386350e-02
2.914938309022399920e+01 3.807900000000000000e+05 1.396199200046276470e-02 1.470335196771125341e+00 2.383705493983455381e-01 2.587393318891625382e-01 3.945425317413337463e-01 8.581625773307349769e-02
2.925636243541994830e+01 3.809500000000000000e+05 1.387893364744769570e-02 1.469534512743258636e+00 2.373414953301085928e-01 2.577635107501020650e-01 3.940492635412309874e-01 8.525210953173345541e-02
2.936333154490730024e+01 3.765360000000000000e+05 1.386908022254950551e-02 1.471874824923774749e+00 2.371511986942518857e-01 2.576613398821377965e-01 3.945926306178188514e-01 8.523626591872011937e-02
2.947018847214326343e+01 3.758500000000000000e+05 1.381711587847604845e-02 1.472797673002105290e+00 2.364474338917133545e-01 2.570293842873443424e-01 3.945697642918347681e-01 8.478078635466482216e-02
2.957730027014991947e+01 3.745800000000000000e+05 1.383004369974009939e-02 1.474960667694793282e+00 2.366146482219942671e-01 2.572217236319212508e-01 3.950574491957195566e-01 8.472546488128222808e-02
2.968421628701339898e+01 3.697240000000000000e+05 1.379614218820011777e-02 1.474999295162111590e+00 2.357776912402298475e-01 2.564585726793579545e-01 3.948704885615422211e-01 8.435086523102532097e-02
2.979095801801812371e+01 3.694540000000000000e+05 1.377059719411733406e-02 1.479039538191243564e+00 2.357186695841954061e-01 2.565176146856020800e-01 3.957894186840337225e-01 8.428974648399861769e-02
2.989799880528397580e+01 3.672900000000000000e+05 1.378281284104434200e-02 1.479810700167462967e+00 2.351838611790031119e-01 2.560533001147831667e-01 3.959050346940196641e-01 8.414941090259635270e-02
3.000504072386904397e+01 3.649120000000000000e+05 1.375825143868505962e-02 1.480903308234891469e+00 2.348492196146643174e-01 2.557631205536621266e-01 3.959944556322278486e-01 8.382379586302962649e-02
3.011200816723746243e+01 3.627360000000000000e+05 1.374756142380311429e-02 1.482166513474617364e+00 2.344126171417678928e-01 2.554036593903743491e-01 3.962860985330901586e-01 8.381478611209756957e-02
